DRUG_NAME,TARGET,TARGET_PATHWAY,TCGA_DESC,GDSC_TISSUE_DESCRIPTOR_2,CANCER_TYPE_MATCHING_TCGA_LABEL,SITE,GDSC_TISSUE_DESCRIPTOR_1,AUC
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.910116
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.977925
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.991059
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.976505
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.96121
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.637009
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.993343
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.972942
sb590885,braf,erk mapk signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.984828
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.9681
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.94821
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.958669
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.980526
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.978739
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.97736
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.918315
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.633982
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.75552
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.983451
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.978892
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.945324
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.984861
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.98094
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.984806
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.988163
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.983093
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.982943
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.944501
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.979381
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.989478
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.965924
sb590885,braf,erk mapk signaling,thca,thyroid,thca,thyroid,thyroid,0.9524
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.984517
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.924009
sb590885,braf,erk mapk signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.982147
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.97274
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.983138
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.971576
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.787573
sb590885,braf,erk mapk signaling,thca,thyroid,thca,thyroid,thyroid,0.966633
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.971897
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.987959
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.991077
sb590885,braf,erk mapk signaling,unclassified,ovary,unable to classify,ovary,urogenital_system,0.928219
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.975185
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.891207
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.986721
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.977971
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.839113
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.984941
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.98034
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.694469
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.984031
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.970526
sb590885,braf,erk mapk signaling,cesc,cervix,cesc,cervix,urogenital_system,0.916397
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.98714
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.958541
sb590885,braf,erk mapk signaling,thca,thyroid,thca,thyroid,thyroid,0.982164
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.846056
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.909813
sb590885,braf,erk mapk signaling,mb,medulloblastoma,mb,central_nervous_system,nervous_system,0.983435
sb590885,braf,erk mapk signaling,mb,medulloblastoma,mb,central_nervous_system,nervous_system,0.986927
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.950155
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.97512
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.979859
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.998022
sb590885,braf,erk mapk signaling,cesc,cervix,cesc,cervix,urogenital_system,0.931867
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.66539
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.960547
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.989622
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.951567
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.986578
sb590885,braf,erk mapk signaling,thca,thyroid,thca,thyroid,thyroid,0.984799
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.865925
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.981832
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.969315
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.972059
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.988104
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.9798
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.932613
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.86681
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.987106
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.923541
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.985146
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.985008
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.986594
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.99299
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.988394
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.985715
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.965192
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.984601
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.971976
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.978972
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.981916
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.954907
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.805938
sb590885,braf,erk mapk signaling,cesc,cervix,cesc,cervix,urogenital_system,0.9887
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.964759
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.969011
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.986488
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.936429
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.946931
sb590885,braf,erk mapk signaling,meso,mesothelioma,meso,pleura,lung,0.981309
sb590885,braf,erk mapk signaling,cll,lymphoid_neoplasm other,cll,haematopoietic_and_lymphoid_tissue,lymphoma,0.91482
sb590885,braf,erk mapk signaling,cll,lymphoid_neoplasm other,cll,haematopoietic_and_lymphoid_tissue,lymphoma,0.989897
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.968682
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.893584
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.985883
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.866956
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.965299
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.913949
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.985977
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.970519
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.925973
sb590885,braf,erk mapk signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.991507
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.979923
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.977786
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.986026
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.964047
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.969909
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.97202
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.980872
sb590885,braf,erk mapk signaling,laml,leukemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.959681
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.959926
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.848967
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.982481
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.978837
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.983386
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.989191
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.972764
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.964487
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.988434
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.991537
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.987662
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.980982
sb590885,braf,erk mapk signaling,prad,prostate,prad,prostate,urogenital_system,0.961435
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.975643
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.911176
sb590885,braf,erk mapk signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.982593
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.968905
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.96395
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.946144
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.979882
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.988472
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.966075
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.987522
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.978902
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.98255
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.69548
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.986815
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.989496
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.981675
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.980707
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.983473
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.989432
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.975326
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.990271
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.979373
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.981219
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.989251
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.988111
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.987681
sb590885,braf,erk mapk signaling,meso,mesothelioma,meso,pleura,lung,0.984451
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.99115
sb590885,braf,erk mapk signaling,meso,mesothelioma,meso,pleura,lung,0.984779
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.982931
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.981476
sb590885,braf,erk mapk signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.918813
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.952699
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.928547
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.960051
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.985395
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.969997
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.984398
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.967196
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.960412
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.925709
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.968419
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.967337
sb590885,braf,erk mapk signaling,meso,mesothelioma,meso,pleura,lung,0.97306
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.974024
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.970046
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.991617
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.988045
sb590885,braf,erk mapk signaling,meso,mesothelioma,meso,pleura,lung,0.948894
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.985255
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.968628
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.979078
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.972253
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.98304
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.987813
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.989325
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.98217
sb590885,braf,erk mapk signaling,mb,medulloblastoma,mb,central_nervous_system,nervous_system,0.970506
sb590885,braf,erk mapk signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.990928
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.936667
sb590885,braf,erk mapk signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.982897
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.984346
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.976759
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.856217
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.957332
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.875813
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.986561
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.954314
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.9559
sb590885,braf,erk mapk signaling,all,leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.991985
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.985461
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.943921
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.979618
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.982698
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.985206
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.827379
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.994132
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.948672
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.961448
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.791154
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.92672
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.842485
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.897044
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.975711
sb590885,braf,erk mapk signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.979295
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.983239
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.984966
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.979516
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.981658
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.96737
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.972766
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.97779
sb590885,braf,erk mapk signaling,acc,adrenal_gland,acc,adrenal_gland,kidney,0.972267
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.977905
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.985082
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.925675
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.978725
sb590885,braf,erk mapk signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.975156
sb590885,braf,erk mapk signaling,lgg,glioma,lgg,central_nervous_system,nervous_system,0.982807
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.979783
sb590885,braf,erk mapk signaling,ov,ovary,ov,ovary,urogenital_system,0.968428
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.976205
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.977711
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.986099
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.850072
sb590885,braf,erk mapk signaling,stad,stomach,stad,stomach,digestive_system,0.957011
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.984822
sb590885,braf,erk mapk signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.978934
sb590885,braf,erk mapk signaling,unclassified,ovary,unable to classify,ovary,urogenital_system,0.922558
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.983911
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.972605
sb590885,braf,erk mapk signaling,skcm,melanoma,skcm,skin,skin,0.883588
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.96377
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.982493
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.963325
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.970625
sb590885,braf,erk mapk signaling,unclassified,ovary,unable to classify,ovary,urogenital_system,0.979722
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.852166
sb590885,braf,erk mapk signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.984644
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.974784
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.992618
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.895294
sb590885,braf,erk mapk signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.976531
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.981214
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.969981
sb590885,braf,erk mapk signaling,thca,thyroid,thca,thyroid,thyroid,0.965388
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.988943
sb590885,braf,erk mapk signaling,all,lymphoblastic_t_cell_leukaemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.991149
sb590885,braf,erk mapk signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.989229
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.971081
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.981876
sb590885,braf,erk mapk signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.979482
sb590885,braf,erk mapk signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.985495
sb590885,braf,erk mapk signaling,kirc,kidney,kirc,kidney,kidney,0.986669
sb590885,braf,erk mapk signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.955323
sb590885,braf,erk mapk signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.989941
sb590885,braf,erk mapk signaling,paad,pancreas,paad,pancreas,pancreas,0.968998
sb590885,braf,erk mapk signaling,brca,breast,brca,breast,breast,0.973381
sb590885,braf,erk mapk signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.909708
sb590885,braf,erk mapk signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.98685
sb590885,braf,erk mapk signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.953991
sb590885,braf,erk mapk signaling,lihc,liver,lihc,liver,digestive_system,0.881468
